grid_id,lat,lon
187764,22.61095952,114.1326539
187765,22.61104632,114.1375129
187766,22.61113297,114.1423719
187767,22.61121948,114.147231
187768,22.61130584,114.15209
187769,22.61139205,114.1569491
187770,22.61147812,114.1618082
187771,22.61156404,114.1666673
188579,22.61397239,114.0499585
188592,22.61512203,114.113124
188593,22.61520944,114.117983
188596,22.61547078,114.1325603
188597,22.6155576,114.1374195
188598,22.61564427,114.1422786
188599,22.61573079,114.1471378
188600,22.61581717,114.1519971
188602,22.61598949,114.1617156
188630,22.61834026,114.2977844
188655,22.62034183,114.4192893
189411,22.61848331,114.0498622
189416,22.61892852,114.0741569
189417,22.61901712,114.079016
189423,22.61954564,114.1081706
189425,22.61972064,114.117889
189426,22.61980792,114.1227482
189430,22.62015556,114.1421854
189431,22.62024211,114.1470447
189432,22.62032851,114.1519041
189433,22.62041476,114.1567635
189434,22.62050086,114.1616229
190204,22.61939492,113.8602823
190207,22.61967972,113.8748566
190248,22.62343954,114.0740614
190249,22.62352816,114.0789206
190256,22.62414439,114.1129355
190257,22.62423183,114.1177949
190258,22.62431913,114.1226542
190259,22.62440628,114.1275137
190262,22.62466686,114.142092
190263,22.62475342,114.1469516
190265,22.62492611,114.1566706
190266,22.62501223,114.1615302
191071,22.62714619,114.030233
191075,22.62750515,114.0496696
191077,22.62768376,114.059388
191080,22.62795056,114.0739659
191081,22.6280392,114.0788252
191082,22.62812769,114.0836845
191087,22.62856795,114.1079817
191088,22.62865556,114.1128412
191089,22.62874303,114.1177007
191091,22.62891751,114.1274198
191098,22.6295236,114.1614375
191152,22.63395703,114.4238974
191905,22.63183684,114.0398545
191907,22.63201607,114.0495732
191911,22.63237276,114.0690108
191912,22.63246157,114.0738703
191913,22.63255023,114.0787298
191919,22.6330791,114.1078872
191920,22.63316673,114.1127469
191983,22.63839115,114.4189521
192737,22.63634772,114.0397578
192743,22.63688376,114.0689151
192745,22.63706126,114.0786343
192747,22.63723818,114.0883537
192751,22.63759025,114.1077927
192753,22.6377654,114.1175124
192767,22.63897502,114.1855527
192814,22.64282509,114.4140065
193576,22.64148359,114.0736791
193601,22.64365696,114.1951814
194362,22.64175471,113.8500519
194436,22.64842313,114.2096715
195235,22.65005971,114.0491875
195240,22.6505056,114.0734877
195241,22.65059434,114.0783479
195269,22.65301929,114.214441
196072,22.6550166,114.073392
196096,22.65710618,114.1900454
196101,22.65753084,114.2143499
196102,22.65761533,114.2192109
169422,22.50832049,113.9502148
181931,22.57859403,114.0895884
184439,22.59317418,114.1476031
185295,22.59971628,114.2641226
186049,22.59731766,113.8850811
186056,22.59797426,113.9190835
190205,22.61949,113.8651404
190206,22.61958493,113.8699985
193535,22.63772045,113.8744483
181942,22.5795538,114.1430241
184464,22.59528726,114.2690708
166915,22.49376861,113.8971181
170278,22.51499749,114.0666366
